created_at,text,username
2021-12-02 21:07:01+00:00,"Terima kasih, Tulus, karena telah menghabiskan 231 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/YJVLLJSgLE'",Meli Syafriani
2021-12-02 20:54:42+00:00,Selamat Subuh.... \n#JIN \n#YoursByJin \n#SpotifyWrapped \n#BillboardHotTrending https://t.co/siLKR3MrAy',Jin Potter
2021-12-02 20:54:16+00:00,"When she loved me. Pasti akan jadi Bad Romance saat dia tahu aku yg sebenarnya suka jadi Penyendiri. \n\nAll I Want hanya satu wanita yg mengerti, siapa pun orangnya, andai itu terwujud pasti aku akan selalu berkata Still into you setiap saat.\n#SpotifyWrapped #spotifywrapped2021 https://t.co/Ez5EU6vV1m'",Cataleya Milan
2021-12-02 20:54:06+00:00,"geureumsai is still my fav song till now, trims day6 udah nemenin w tiap w nugas\xf0\x9f\x98\x94\xf0\x9f\x92\x93 #SpotifyWrapped https://t.co/N2o81NZRJa'",JUAL NETFLIX MURAH | NETFLIX SEBULAN ONLY 25K!
2021-12-02 20:49:07+00:00,#ThursdayThoughts #Ptd_On_Stage_La_Day3 seokjin #Munars Arsenal #JinClearChannel PitMad #we_support_abotreka Jhope #2021AAAxBamBam #Enhypen5throty #AAA2021 #LICBMediaLoveReveal #COVID19 #GMMTV2022 2nd December #SpotifyWrapped https://t.co/t4yAR8tOAi',MsTerry
2021-12-02 20:47:17+00:00,"@imlyodra Terima kasih, Lyodra, karena telah menghabiskan 1,028 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/2hzwXeEEG2'",Danang Setyawan
2021-12-02 20:46:08+00:00,#ThursdayThoughts #Ptd_On_Stage_La_Day3 #COVID19 #GMMTV2022 2nd December #we_support_abotreka Jhope #SpotifyWrapped seokjin #Munars Arsenal #JinClearChannel PitMad #we_support_abotreka #Ptd_On_Stage_La_Day3 #2021AAAxBamBam #Enhypen5throty #AAA2021 #LICBMediaLoveReveal https://t.co/vWQEoZzQdy',MsTerry
2021-12-02 20:41:47+00:00,"Terima kasih, Tulus, karena telah menghabiskan 111 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/MuKivo2vqi'",𝓐𝓷𝓷
2021-12-02 20:39:19+00:00,Oleh e kaum rebahan #SpotifyWrapped https://t.co/0oz7hrgnnk',ᶠᵉʳᵈⁱⁿ
2021-12-02 20:38:20+00:00,"Cie yang abis liat igstory #SpotifyWrapped 2021 crushnya, terus langsung nyoba dengerin lagu2 dari top artist si crush..'",senpai beroppai 🥧
2021-12-02 20:36:42+00:00,Wehehe artisnya ilichil. Lagunya purple egg\nBucin bucin bucin\n#SpotifyWrapped https://t.co/YU1CEI4sKU',Lin🐧 ia
2021-12-02 20:31:44+00:00,"Terima kasih, Slank, karena telah menghabiskan 2.138 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/4MGWyuFZZH'",Anton Ukung
2021-12-02 20:31:37+00:00,"Luvv kk pauss @ntsana_\n\nUntuk podcast terfavorit saya di 2021, @rintiksedupod: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/TdHM8wZec5'",peachypica_ | semi rest
2021-12-02 20:30:05+00:00,"Terima kasih, JPCC Worship, karena telah menghabiskan 2.330 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/e9WuF2M8cT'",Widia
2021-12-02 20:26:04+00:00,"Untuk podcast terfavorit saya di 2021, Lunatic Podcast: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/K85a9oSq4g'",ranot
2021-12-02 20:22:36+00:00,"Untuk podcast terfavorit saya di 2021, PiscesPiscesKumpul: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/yCrCKNXelg'",Johan Obi Sanjaya
2021-12-02 20:22:15+00:00,#HotTrendingSongs #WeMadeIt #TwoofUs #Walls #KillMyMind #DontLetItBreakYourHeart\n@Louis_Tomlinson #LouisTomlinson #SpotifyWrapped #Walls  dibjijito de Intagram kabshduwbsbsj amooo https://t.co/jcJQnsfZAl',Louie
2021-12-02 20:21:35+00:00,"Terima kasih, @NCTsmtown_DREAM, karena telah menghabiskan 498 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/uoBh2J1LV4'",potatwoo
2021-12-02 20:19:18+00:00,exo tetep pertamaaa\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb btw dftf emnggg se easylistening gtt\xf0\x9f\x98\x8d\xf0\x9f\x98\x82 #SpotifyWrapped https://t.co/y6YsTaywQw',sky
2021-12-02 20:15:09+00:00,"#SpotifyWrapped ini jadi contoh visualisasi data yg keren bgt. kalo di perusahaan, top management dikasih visualisasi data sekelas gini bakal epic sih. https://t.co/SjXcLsL5TA'",2/2 AZ
2021-12-02 20:11:56+00:00,"Terima kasih, @TheOfficialA7X, karena telah menghabiskan 980 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/vbKP1ycuG",Kukuh H.K
2021-12-02 20:07:24+00:00,5 artis teratas 2021 versi saya. Kalau versimu? #SpotifyWrapped https://t.co/k08BAKLIki',catur hari wibowo
2021-12-02 20:06:41+00:00,"Tribute to Mas Bruno Major, yang menemani perjalanan chill setahun kebelakang ini.\n#SpotifyWrapped https://t.co/jieQRD2V4P'",Pramita Putri
2021-12-02 20:06:24+00:00,"Terima kasih, Slank, karena telah menghabiskan 5.590 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/Q9e14Xorsr'",catur hari wibowo
2021-12-02 20:04:30+00:00,"Terima kasih, TREASURE, karena telah menghabiskan 106 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya @treasuremembers. #SpotifyWrapped https://t.co/oelOFFM0Ys'",Risma ✨
2021-12-02 20:03:34+00:00,AKHIRNYAAA BISA TWEET INI\xf0\x9f\x98\xad #SpotifyWrapped https://t.co/9jcXcnDXyH',alv.
2021-12-02 20:01:11+00:00,"Terima kasih, 10cm, karena telah menghabiskan 1.242 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/edgs4BahKh #spotifywrapped2021 #Spotify'",Herdika_Lye
2021-12-02 20:00:17+00:00,duh emang anaknya indie parah #SpotifyWrapped https://t.co/h4AIDcHkSc',alv.
2021-12-02 19:57:46+00:00,Podcast teratas saya di 2021. Kalau kamu? #SpotifyWrapped \nhttps://t.co/K2NcJwVq3H',Jadi orang jelek itu ga enak.
2021-12-02 19:55:02+00:00,"Thank you SIRUP for spending 78 minutes with me this year on @Spotify. You are my #1. #SpotifyWrapped https://t.co/pW7Ai4s9TS\n\nJ-Pop always good for me ! Bahkan dari jaman SD rap jepang itu asik-asik, apalagi jaman SMP sempet jadi B-Boys'",NOTYOURKIND
2021-12-02 19:51:11+00:00,"Terima kasih, The Mar\xc3\xadas, karena telah menghabiskan 186 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/gwBLatDFLB'",Cintai usus mu.
2021-12-02 19:50:51+00:00,\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3  ttep dengerin lagu day6 meskipun nggak ada yg menyakiti \n( Thank you @day6official for spending 793 minutes with me this year on @Spotify. You are my #1. #SpotifyWrapped https://t.co/3qmEnpdL9d )',`
2021-12-02 19:50:35+00:00,"Terima kasih, @bts_bighit, karena telah menghabiskan 4.296 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/9ZHt07l0SP'",taejin⁷
2021-12-02 19:50:23+00:00,Mulai sekarang terbiasain sikap B aja kepada siapa pun kecuali Ibu.\n#SpotifyWrapped',putri tanjung
2021-12-02 19:46:44+00:00,"Terima kasih, Noah, karena telah menghabiskan 2,467 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/sO331nsa6J'",ᶠᵉʳᵈⁱⁿ
2021-12-02 19:46:33+00:00,Koplo emang gak ada obat \xf0\x9f\x98\xb8 #SpotifyWrapped \nhttps://t.co/tmegAZAKoV',Ardo Yudha
2021-12-02 19:45:17+00:00,"Terima kasih, Tulus, karena telah menghabiskan 161 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/eoMLllKaVu'",tiniwinibiti
2021-12-02 19:44:18+00:00,"Terima kasih, @ygofficialblink, karena telah menghabiskan 1.287 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/SNvbM9R0yf'",kung
2021-12-02 19:43:44+00:00,Tempat ternyaman n waktu ternyaman untuk kluarkan unek2 #SpotifyWrapped https://t.co/3Z2hdoxFGQ',alex
2021-12-02 19:43:14+00:00,5 artis teratas 2021 versi saya. Kalau versimu? #SpotifyWrapped \nhttps://t.co/TAvO9TYDmq',Sondang Sibarani
2021-12-02 19:41:48+00:00,Yayoi lang sakalam #SpotifyWrapped \nhttps://t.co/J5fny1aatH',RA Vizmanos
2021-12-02 19:41:39+00:00,"Terima kasih, Symphony Worship, karena telah menghabiskan 6.044 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/8zSGm53sXT'",Sondang Sibarani
2021-12-02 19:39:31+00:00,Namakkum Baloonla Parakudhu happy bday To me \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x89 #twitter #MoneyHeist #SpotifyWrapped #MaanaaduFDFS #BeastFirstSingle #Thala',Sunainajanu
2021-12-02 19:33:29+00:00,Lagu tanpa tergesa emg relate bgt #SpotifyWrapped https://t.co/zJ9mxRvT9j',Awan
2021-12-02 19:30:38+00:00,"Terima kasih, Knocked Loose, karena telah menghabiskan 1.404 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/HNkEjbzpXL'",letmeburiedalone
2021-12-02 19:29:20+00:00,"b""hmmm sad anj wkwkwkw :') #SpotifyWrapped\nhttps://t.co/1FJqqDuv5k""",meliodas
2021-12-02 19:27:48+00:00,Amanda #Uthandonesthembu #macg #CapitecPayMe\n#SpotifyWrapped #watche hotto MaKhumalo Saul\nMpilo MaMkhize jub jub ~ Amapiano https://t.co/ph1gRCEjDR',New EP #Cyril Out Now
2021-12-02 19:27:15+00:00,Amanda #Uthandonesthembu #macg #CapitecPayMe\n#SpotifyWrapped #watche hotto MaKhumalo Saul\nMpilo MaMkhize jub jub ~ Amapiano https://t.co/sdeANepdNR',New EP #Cyril Out Now
2021-12-02 19:27:00+00:00,Amanda #Uthandonesthembu #macg #CapitecPayMe\n#SpotifyWrapped #watche hotto MaKhumalo Saul\nMpilo MaMkhize jub jub ~ Amapiano https://t.co/7cT5EXN8wV',New EP #Cyril Out Now
2021-12-02 19:26:58+00:00,Ini Kilas Balik 2021 saya! Terima kasih atas semua cinta di tahun ini. #SpotifyWrapped #2021ArtistWrapped https://t.co/eWktLEYIE7',Hiqie
2021-12-02 19:26:37+00:00,Ini Kilas Balik 2021 saya! Terima kasih atas semua cinta di tahun ini. #SpotifyWrapped #2021ArtistWrapped https://t.co/sRAb3KPqy7',Hiqie
2021-12-02 19:26:17+00:00,Amanda #Uthandonesthembu #macg #CapitecPayMe\n#SpotifyWrapped #watche hotto MaKhumalo Saul\nMpilo MaMkhize jub jub ~ Amapiano https://t.co/hYVnRFV4PN',New EP #Cyril Out Now
2021-12-02 19:24:37+00:00,Ko beda anj  #SpotifyWrapped https://t.co/kkfMn1zg7q',putra.
2021-12-02 19:22:24+00:00,Heaven\xe2\x80\x99s cloud sebong emg fav bgt\xf0\x9f\xa5\xba\xe2\x9d\xa4\xef\xb8\x8f #SpotifyWrapped \nBeraaaa ngapain gw tweet ginian yh kaya premium aja git\xf0\x9f\x99\x8f https://t.co/76qypkoGNz',gits
2021-12-02 19:22:18+00:00,"Terima kasih, @justinbieber, karena telah menghabiskan 363 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/BNfpQQd44A'",bilaa
2021-12-02 19:22:06+00:00,Tahun ini penuh dengan lagu-lagunya @phoebe_bridgers #SpotifyWrapped https://t.co/Ouv5KH5msh',Warkhamna
2021-12-02 19:19:21+00:00,"Terima kasih, @bts_bighit, karena telah menghabiskan 654 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/qDwqAHn09Y'",nesyii
2021-12-02 19:18:16+00:00,#SpotifyWrapped Kenya launch\n\n     UAP.                    KICC https://t.co/bRAnXJhEkw',Ed|Edd|n|Eddy
2021-12-02 19:17:31+00:00,unexpectedly 5sos took over #1.\nedm minggir dulu wkwkwk \n#SpotifyWrapped \nhttps://t.co/5dhqXDI8o1',meliodas
2021-12-02 19:16:58+00:00,"habis mengetahui kepribadian orang dari zodiak, sekarang ada mengetahui kepribadian dari #SpotifyWrapped \n\nada-ada saja'",Ikbar Luqyana (2/2 💉)
2021-12-02 19:09:15+00:00,Terlalu lelah beraktivitas tapi tidak bisa berhenti beraktivitas\n#SpotifyWrapped #\xed\x94\xbc\xea\xb3\xa4\xed\x95\x9c',She Is Good Girl
2021-12-02 19:07:00+00:00,"Emang GJLSer berat kyk nya gua. ni \n\n Untuk podcast terfavorit saya di 2021, GJLS : terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/Dd3bqxDoDU'",HAMBA AMATIRAN
2021-12-02 19:05:32+00:00,5 artis teratas 2021 versi saya. Kalau versimu? #SpotifyWrapped \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\nhttps://t.co/5ufa6c8gGB',Selamat🍀
2021-12-02 19:04:31+00:00,"Terima kasih, @bts_bighit, karena telah menghabiskan 11.976 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped \n\xea\xb0\x90\xec\x82\xac\xed\x95\xa9\xeb\x8b\x88\xeb\x8b\xa4\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c https://t.co/HgBMyDTm6a'",Selamat🍀
2021-12-02 19:03:14+00:00,5 artis teratas 2021 versi saya. Kalau versimu? #SpotifyWrapped \nhttps://t.co/JXldpTG905',アンガスガンダ | Angga Suganda
2021-12-02 19:02:44+00:00,"Kalau 2021 adalah sebuah film, inilah soundtrack saya. Kalau kamu? #SpotifyWrapped https://t.co/t44NyZIw7a'",Pujiyanto
2021-12-02 19:02:28+00:00,"Terima kasih, @theofficiala7x, karena telah menghabiskan 1.951 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/NXHH0HtJdl'",notyourboyagain
2021-12-02 19:02:22+00:00,"dari tahun kmrn, baru sadar ternyata ttp j-rocks yg no 1 wkwkw #SpotifyWrapped https://t.co/gBJ4MnV1M3'",Davin
2021-12-02 19:01:45+00:00,Lagu teratas saya di 2021. Kalau kamu? #SpotifyWrapped \nhttps://t.co/rPiuee1ZqT',アンガスガンダ | Angga Suganda
2021-12-02 19:01:03+00:00,"Terima kasih, Liella!, karena telah menghabiskan 1.874 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/rX4hDrJpYH'",アンガスガンダ | Angga Suganda
2021-12-02 19:00:43+00:00,"Terima kasih, Pamungkas, karena telah menghabiskan 338 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/ltZHkQcMQL'",obeeey
2021-12-02 18:59:49+00:00,"Untuk podcast terfavorit saya di 2021, Kuas, Kanvas dan Bulan Kesepian: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/U9SX8aDp43'",obeeey
2021-12-02 18:59:04+00:00,"Terima kasih, Ardhito Pramono @ardhitoprmn , karena telah menghabiskan 237 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/KzWEufw0XI'",r u z | rest bnrn
2021-12-02 18:57:56+00:00,"Terima kasih, Tulus, karena telah menghabiskan 1.148 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/USjdPlHzw1'",Alien
2021-12-02 18:57:38+00:00,"Terima kasih, @billieeilish, karena telah menghabiskan 5.167 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/oZz4WFI6AB'",JerryAbsurd
2021-12-02 18:56:43+00:00,"Untuk podcast terfavorit saya di 2021, Kajian Hanan Attaki: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/6T4NrXkUPT'",re
2021-12-02 18:55:36+00:00,wanna show off my #SpotifyWrapped but laggingnya\xf0\x9f\x92\x80 esuk sja',ℚ𝕚𝕞ﾂ
2021-12-02 18:55:21+00:00,"Terima kasih, The Interrupters, karena telah menghabiskan 36 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/QH5tbmhaE4'",Iqroul Fawaid
2021-12-02 18:54:35+00:00,"Terima kasih, WayV, karena telah menghabiskan 809 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/ni4knNwvCt'",dee⁺⁺ᵛ
2021-12-02 18:54:19+00:00,tiga ni Ngai ningepatwa na muhadhara\ntiga ni Ngai ningepatwa na muhadhara\ntuwachunge\nsweetie mama\ntondu nima \nnomagutirie\n#SpotifyWrapped https://t.co/n71imjshzu',JacksonKE™🇰🇪
2021-12-02 18:52:16+00:00,"Terima kasih, Linkin Park, karena telah menghabiskan 1.371 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/YTt9w6BUu9'",Bung Reno
2021-12-02 18:52:07+00:00,Tas ae wingenane ngetwit video Dizzy on the comedown + TEOTFW kombinasi terbaik\xf0\x9f\x91\x8c\n#SpotifyWrapped \nhttps://t.co/TD7OMmscVl',undefeatedkidx
2021-12-02 18:47:32+00:00,"Untuk podcast terfavorit saya di 2021, Box2Box Football Podcast: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/zcyea2Fkci'",Gubernur Miramar
2021-12-02 18:47:02+00:00,@DojaCat #SpotifyWrapped #spotifywrapped2021 gurrlll---\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x92\x80 https://t.co/RyDTfxZstu',𝐇𝐚𝐛𝐢𝐛𝐢⁷
2021-12-02 18:44:14+00:00,"Terima kasih, Dewa, karena telah menghabiskan 135 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/1QrwnuNmXW'",sandyadiwantara
2021-12-02 18:43:10+00:00,"Untuk podcast terfavorit saya di 2021, PODKESMAS: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/7iY75JA2u5'",fatmbollo
2021-12-02 18:41:51+00:00,"Terima kasih, @TheOfficialA7X, karena telah menghabiskan 2.931 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/2Q9lIJSfvV'",Dimbo Sobat Rumpon
2021-12-02 18:38:57+00:00,"Untuk podcast terfavorit saya di 2021, @tmsoft: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/GeAsSiKAKx'",Maria
2021-12-02 18:36:16+00:00,@5_peopl_e Sisi Huwa hatubahatishi buana Kazi legit\n#SpotifyWrapped https://t.co/nS7Bp36A5l',JacksonKE™🇰🇪
2021-12-02 18:36:03+00:00,Eh bah #SpotifyWrapped. \nhttps://t.co/IkZry1r9YJ',Mαzzσc 🎩
2021-12-02 18:35:14+00:00,@kerbear808 @BTS_twt Congratulations dear #BTS\nDaesang \xf0\x9f\x92\x9c\n#SpotifyWrapped https://t.co/7Okph3VWLp',Jimin95
2021-12-02 18:33:29+00:00,"Untuk podcast terfavorit saya di 2021, PODCAST ANCUR : terima kasih telah menemani saya di @Spotify sepanjang tahun! @PodcastAncur #SpotifyWrapped https://t.co/sfKz7dNNmF'",Radhitya Pratama
2021-12-02 18:32:17+00:00,Mko wapi? #SpotifyWrapped https://t.co/BUa1O9HFf5',SAGINI THE MASTER
2021-12-02 18:31:51+00:00,"Terima kasih, Lyodra, karena telah menghabiskan 317 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/lCYMwUCJT2'",Fernando
2021-12-02 18:31:12+00:00,"Terima kasih, @txt_bighit, karena telah menghabiskan 425 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/G7LrGuIso8'",ᴿis₊✚˚
2021-12-02 18:30:04+00:00,"Trending Topics in Pakistan on 02-Dec-21, 23:30:04\n\n\xf0\x9f\xa5\x87 #\xd9\xbe\xd8\xa7\xda\xa9\xd8\xb3\xd8\xaa\xd8\xa7\xd9\x86_\xd9\xbe\xd8\xb1_\xd8\xb1\xd8\xad\xd9\x85_\xda\xa9\xd8\xb1\xd9\x88\n\xf0\x9f\xa5\x88 #OmicronVarient\n\xf0\x9f\xa5\x89 #MoneyHeist\n4 #SpotifyWrapped\n5 #Ban_Obscenity_in_ComsatsAtd\n6 Halsey\n7 Azhar Mahmood\n8 Islamabad United\n9 shazia manzoor\n10 Abdul Razzaq'",Top Trends Watch 
2021-12-02 18:27:53+00:00,"Terima kasih, JKT48, karena telah menghabiskan 1.389 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/NJXxn56G3W'",Muhammad Reza
2021-12-02 18:27:13+00:00,Foto nya masih di galery\nEh orang nya udah pergi \xf0\x9f\xa5\xb2\n\n#pastiberita #SpotifyWrapped',PastiBerita
2021-12-02 18:26:52+00:00,makasi mbak Niki @nikizefanya udah nemenin di @Spotify.  #SpotifyWrapped https://t.co/lC8CprolG5',panda
2021-12-02 18:26:29+00:00,"Terima kasih, @westlifemusic, karena telah menghabiskan 861 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/uD8I7DdDNG'",Nama Tidak Boleh Kosong
2021-12-02 18:25:41+00:00,"Untuk podcast terfavorit saya di 2021, BKR Brothers: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/AiK4qBb0pa'",eat the rich
2021-12-02 18:24:49+00:00,"Terima kasih, Seringai, karena telah menghabiskan 1.220 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/1mt8JKqHqr'",aska muhammad
2021-12-02 18:23:13+00:00,"Terima kasih, @radiohead, karena telah menghabiskan 1.302 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/OHjwShLly7'",Astri
2021-12-02 18:20:40+00:00,Mko wapi? #SpotifyWrapped https://t.co/idSm3dA8Nv',WAMUYU😍
2021-12-02 18:19:31+00:00,"Terima kasih, @weareoneexo, karena telah menghabiskan 536 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/0m7YncRURX'",☾•indri ia
2021-12-02 18:19:17+00:00,"Terima kasih, @billieeilish, karena telah menghabiskan 4.787 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/gkNXmxjq3x'",pian
2021-12-02 18:18:51+00:00,#SpotifyWrapped Kenya edition is finally here sasa ukihata utaambia nini watu https://t.co/hAV0U05fuT',Joe with the J
2021-12-02 18:18:40+00:00,"Terima kasih, @stray_kids, karena telah menghabiskan 2.857 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/WIptDo2f36'",earthstaethic
2021-12-02 18:18:00+00:00,"Terima kasih, @bts_bighit, karena telah menghabiskan 3.753 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/PjWSEkRP2f'",Eca♡ | eatkookie⁷
2021-12-02 18:17:39+00:00,Inilah berbagai podcast yang gak berhenti saya dengerin di 2021. Kalau kamu? #SpotifyWrapped https://t.co/yQf2NMJh0Y',fachryardian
2021-12-02 18:16:59+00:00,Podcast teratas saya di 2021. Kalau kamu? #SpotifyWrapped https://t.co/1mqrLtoDKR',fachryardian
2021-12-02 18:16:19+00:00,Tetap ost mock trailer ATOTS di nomor 4 wkwkkk dan ngga nyangka lagu gawin masuk 5 teratas \xf0\x9f\x98\x8d\xf0\x9f\xa4\xa3\n#spotifywrapped https://t.co/8GXg6janwx',el-mo
2021-12-02 18:15:30+00:00,"jujur kaget liat perbandingan lama waktu aku dan orang-orang puter musik selama 2021, #spotifywrapped orang banyak yang sekitar belasan ribu menit, saya kok sampai 53.909 menit \xf0\x9f\x98\x85 https://t.co/mMdipmMm1v'",kadaline.
2021-12-02 18:15:26+00:00,"hasil collabs aku, iman, gandi  #SpotifyWrapped https://t.co/BUTSmzzeSG'",Nazgûl
2021-12-02 18:15:20+00:00,"Terima kasih, Boston Manor, karena telah menghabiskan waktu bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/sXzRyVUEIj'",Piks
2021-12-02 18:15:10+00:00,"wkwkwk ga pernah ganti ya gw dah 2 tahun wkwk\n\nThank you PENTAGON for spending 3,469 minutes with me this year on @Spotify. You are my #1. #SpotifyWrapped https://t.co/Bo4x03UI0B'",Cil
2021-12-02 18:14:54+00:00,Kapan gawe potkes nehh??\n@pagarhijaumnhn \nPodcast teratas saya di 2021. Kalau kamu? #SpotifyWrapped \nhttps://t.co/zAsiMgU3CY',raka
2021-12-02 18:14:54+00:00,"Untuk podcast terfavorit saya di 2021, @rintiksedupod: terima kasih telah menemani saya di @Spotify sepanjang tahun! #SpotifyWrapped https://t.co/6Tax8UFite'",earthstaethic
2021-12-02 18:14:49+00:00,Berikut merupakan lagu yang sering saya ulang dengar pada tahun ini. Apakah lagu yang sering anda ulang dengar? #SpotifyWrapped \nhttps://t.co/hXmtejBfeK',Demon King of Sixth Heaven
2021-12-02 18:14:27+00:00,Kayaknya tahun kemaren juga billie deh\n#SpotifyWrapped #spotifywrapped2021 https://t.co/p0Z4tbNaPz',If tomorrow i'm losing u
2021-12-02 18:14:09+00:00,Efek laut bercerita\n#SpotifyWrapped https://t.co/KqNme9Q7An',月
2021-12-02 18:13:38+00:00,"Terima kasih, @moccaofficial karena telah menghabiskan 369 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/BtDCJf9RV1'",CallMeIbet🌟
2021-12-02 18:11:36+00:00,"Memang benar, gak GFRIEND gak laki bosss\n\nTerima kasih, GFRIEND, karena telah menghabiskan 1.323 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/SpsMJq4onk'",opang
2021-12-02 18:11:31+00:00,"Terima kasih, Tulus, karena telah menghabiskan 497 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/KR6YZ9zGGP'",Antimo
2021-12-02 18:10:35+00:00,"Terima kasih, @taylorswift13, karena telah menghabiskan 207 menit bersama saya tahun ini di @Spotify. Kamu artis #1 saya. #SpotifyWrapped https://t.co/UnK5yxh63v \xf0\x9f\x98\x82\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0'",FD
